current_path	target_path	owner	phase	classification	status	reason
packages/ios-app/Sources/App/AppDelegate.swift	packages/ios-app/Sources/App/Lifecycle/AppDelegate.swift	iOS app lifecycle owner	HRA-12	move	pending	Move app entry points under the target lifecycle owner.
packages/ios-app/Sources/App/TronMobileApp.swift	packages/ios-app/Sources/App/Lifecycle/TronMobileApp.swift	iOS app lifecycle owner	HRA-12	move	pending	Move app entry points under the target lifecycle owner.
packages/ios-app/Sources/Engine/Events/Live/AsyncEventStream.swift	packages/ios-app/Sources/Engine/Events/Live/AsyncEventStream.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Live/EventTypeRegistry.swift	packages/ios-app/Sources/Engine/Events/Live/EventTypeRegistry.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Payloads/CapabilityInvocationPayloads.swift	packages/ios-app/Sources/Engine/Events/Payloads/CapabilityInvocationPayloads.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Payloads/ConfigPayloads.swift	packages/ios-app/Sources/Engine/Events/Payloads/ConfigPayloads.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Payloads/ExtendedPayloads.swift	packages/ios-app/Sources/Engine/Events/Payloads/ExtendedPayloads.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Payloads/MessagePayloads.swift	packages/ios-app/Sources/Engine/Events/Payloads/MessagePayloads.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Payloads/SessionPayloads.swift	packages/ios-app/Sources/Engine/Events/Payloads/SessionPayloads.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Payloads/StreamingPayloads.swift	packages/ios-app/Sources/Engine/Events/Payloads/StreamingPayloads.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationCompletedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationCompletedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationGeneratingPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationGeneratingPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationOutputPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationOutputPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationProgressPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationProgressPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationStartedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityInvocationStartedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityLifecyclePlugins.swift	packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityLifecyclePlugins.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Display/DisplayFramePlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Display/DisplayFramePlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/EventPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/EventPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/EventRegistry.swift	packages/ios-app/Sources/Engine/Events/Plugins/EventRegistry.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/AgentReadyPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/AgentReadyPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompactionPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompactionPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompactionStartedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompactionStartedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompletePlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompletePlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/ContextClearedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/ContextClearedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/ErrorPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/ErrorPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/MessageDeletedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/MessageDeletedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/TurnFailedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/TurnFailedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/ParsedEventV2.swift	packages/ios-app/Sources/Engine/Events/Plugins/ParsedEventV2.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Server/AuthUpdatedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Server/AuthUpdatedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Server/ServerRestartingPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Server/ServerRestartingPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Session/ConnectedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/ConnectedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionArchivedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionArchivedPlugin.swift	iOS engine events owner	HRA-9	retain_in_place	passed_after_fix	HRA-9 moved this file to its target Engine owner.
